Stage,Date,Distance,Origin,Destination,Type,Winner,Winner_Country,Year,rider_name,Gen_type,birth_date,birth_city,dist_from_origin,dist_from_destination
4,2017-07-04,207.5,Mondorf-les-Bains,Vittel,Flat stage,Arnaud Démare,FRA,2017,Arnaud_Démare,,1991-08-26,Beauvais,304.4430721074666,314.5798695906129
8,2017-07-08,187.5,Dole,Station des Rousses,Medium mountain stage,Lilian Calmejane,FRA,2017,Lilian_Calmejane,Mountain stage,1992-12-06,Albi,438.08355285960727,119.44636410079312
12,2017-07-13,214.5,Pau,Peyragudes,High mountain stage,Romain Bardet,FRA,2017,Romain_Bardet,Mountain stage,1990-11-09,Brioude,372.8310225266064,
13,2017-07-14,101.0,Saint-Girons,Foix,High mountain stage,Warren Barguil,FRA,2017,Warren_Barguil,Mountain stage,1991-10-28,Hennebont,637.7300810475077,659.7475293320077
18,2017-07-20,179.5,Briançon,Col d'Izoard,High mountain stage,Warren Barguil,FRA,2017,Warren_Barguil,Mountain stage,1991-10-28,Hennebont,828.2492913353617,
19,2016-07-22,146.0,Albertville,Saint Gervais-les-Bains,High mountain stage,Romain Bardet,FRA,2016,Romain_Bardet,Mountain stage,1990-11-09,Brioude,238.8772843551229,
8,2015-07-11,181.5,Rennes,Mûr-de-Bretagne,Flat stage,Alexis Vuillermoz,FRA,2015,Alexis_Vuillermoz,,1988-06-01,Saint-Claude,602.0871342324808,
18,2015-07-23,186.5,Gap,Saint-Jean-de-Maurienne,High mountain stage,Romain Bardet,FRA,2015,Romain_Bardet,Mountain stage,1990-11-09,Brioude,227.91873441632194,232.21490294774983
20,2015-07-25,110.5,Modane,Alpe d'Huez,High mountain stage,Thibaut Pinot,FRA,2015,Thibaut_Pinot,Mountain stage,1990-05-29,Lure,276.5491393444371,963.220548531941
8,2014-07-12,161.0,Tomblaine,Gérardmer La Mauselaine,Medium mountain stage,Blel Kadri,FRA,2014,Blel_Kadri,Mountain stage,1986-09-03,Bordeaux,671.7182087950641,
11,2014-07-16,187.5,Besançon,Oyonnax,Medium mountain stage,Tony Gallopin,FRA,2014,Tony_Gallopin,Mountain stage,1988-05-24,Dourdan,332.36832337327616,
18,2013-07-18,172.5,Gap,Alpe d'Huez,High mountain stage,Christophe Riblon,FRA,2013,Christophe_Riblon,Mountain stage,1981-01-17,Tremblay-en-France,559.9679596951405,926.7612364489521
8,2012-07-08,157.5,Belfort,Porrentruy,Medium mountain stage,Thibaut Pinot,FRA,2012,Thibaut_Pinot,Mountain stage,1990-05-29,Lure,28.17515611412549,
10,2012-07-11,194.5,Mâcon,Bellegarde-sur-Valserine,High mountain stage,Thomas Voeckler,FRA,2012,Thomas_Voeckler,Mountain stage,1979-06-22,Schiltigheim,337.3035333361392,
11,2012-07-12,148.0,Albertville,La Toussuire-Les Sybelles,High mountain stage,Pierre Rolland,FRA,2012,Pierre_Rolland,Mountain stage,,,,
15,2012-07-16,158.5,Samatan,Pau,Flat stage,Pierrick Fédrigo,FRA,2012,Pierrick_Fédrigo,,1978-11-30,Marmande,127.71933535369806,140.56872657998326
16,2012-07-18,197.0,Pau,Bagnères-de-Luchon,High mountain stage,Thomas Voeckler,FRA,2012,Thomas_Voeckler,Mountain stage,1979-06-22,Schiltigheim,861.820342213732,852.6065605726449
19,2011-07-22,109.5,Modane,Alpe d'Huez,High mountain stage,Pierre Rolland,FRA,2011,Pierre_Rolland,Mountain stage,,,,
2,2010-07-05,201.0,Brussels,Spa,Flat stage,Sylvain Chavanel,FRA,2010,Sylvain_Chavanel,,1979-06-30,Châtellerault,527.8294488007225,565.7386561570191
7,2010-07-10,165.5,Tournus,Station des Rousses,Medium mountain stage,Sylvain Chavanel,FRA,2010,Sylvain_Chavanel,Mountain stage,1979-06-30,Châtellerault,335.1787340442663,375.13383484675165
9,2010-07-13,204.5,Morzine-Avoriaz,Saint-Jean-de-Maurienne,Mountain stage,Sandy Casar,FRA,2010,Sandy_Casar,,1979-02-02,Mantes-la-Jolie,491.04390973777197,541.7504692020158
14,2010-07-18,184.5,Revel,Ax 3 Domaines,Mountain stage,Christophe Riblon,FRA,2010,Christophe_Riblon,,1981-01-17,Tremblay-en-France,1842.2018973200911,
15,2010-07-19,187.5,Pamiers,Bagnères-de-Luchon,Mountain stage,Thomas Voeckler,FRA,2010,Thomas_Voeckler,,1979-06-22,Schiltigheim,773.8755023284091,852.6065605726449
16,2010-07-20,199.5,Bagnères-de-Luchon,Pau,Mountain stage,Pierrick Fédrigo,FRA,2010,Pierrick_Fédrigo,,1978-11-30,Marmande,193.05758109386477,140.56872657998326
5,2009-07-08,196.5,Cap d'Agde,Perpignan,Flat stage,Thomas Voeckler,FRA,2009,Thomas_Voeckler,,1979-06-22,Schiltigheim,676.2033158214773,757.2640808755664
7,2009-07-10,224.0,Barcelona,Andorra-Arcalis,Mountain stage,Brice Feillu,FRA,2009,Brice_Feillu,,1985-07-26,Châteaudun,746.1633119907024,
9,2009-07-12,160.5,Saint-Gaudens,Tarbes,Mountain stage,Pierrick Fédrigo,FRA,2009,Pierrick_Fédrigo,,1978-11-30,Marmande,161.2123144934203,141.05007462280452
16,2009-07-21,159.0,Martigny,Bourg-Saint-Maurice,Mountain Stage,Sandy Casar,FRA,2009,Sandy_Casar,Mountain stage,1979-02-02,Mantes-la-Jolie,200.6962631879072,535.1123028933137
3,2008-07-07,208.0,Saint-Malo,Nantes,Flat stage,Samuel Dumoulin,FRA,2008,Samuel_Dumoulin,,1980-08-20,Vénissieux,617.8838141026713,522.6120694918011
16,2008-07-22,157.0,Cuneo,Jausiers,Mountain stage,Cyril Dessel,FRA,2008,Cyril_Dessel,,1974-11-29,Rive-de-Gier,260.5263084045875,
19,2008-07-25,165.5,Roanne,Montluçon,Flat stage,Sylvain Chavanel,FRA,2008,Sylvain_Chavanel,,1979-06-30,Châtellerault,284.7292529696663,166.66529242999545
10,2007-07-18,229.5,Tallard,Marseille,Plain stage,Cédric Vasseur,FRA,2007,Cédric_Vasseur,Flat stage,1970-08-18,Hazebrouck,744.3224740749062,853.0921230189301
18,2007-07-27,211.0,Cahors,Angoulême,Plain stage,Sandy Casar,FRA,2007,Sandy_Casar,Flat stage,1979-02-02,Mantes-la-Jolie,505.101904934271,389.284067974956
1,2006-07-02,184.5,Strasbourg,Strasbourg,Flat stage,Jimmy Casper,FRA,2006,Jimmy_Casper,,1978-05-28,Montdidier,396.08905557977965,396.08905557977965
8,2006-07-09,181.0,Saint-Méen-le-Grand,Lorient,Flat stage,Sylvain Calzati,FRA,2006,Sylvain_Calzati,,1979-07-01,Lyon,598.5771709580398,663.9005715873272
14,2006-07-16,180.5,Montélimar,Gap,Hilly stage,Pierrick Fédrigo,FRA,2006,Pierrick_Fédrigo,,1978-11-30,Marmande,364.550327534239,470.3347428924245
12,2005-07-14,187.0,Briançon,Digne-les-Bains,Hilly stage,David Moncoutié,FRA,2005,David_Moncoutié,,1975-04-30,Provins,480.5969628304785,545.6455382895775
3,2004-07-06,210.0,Waterloo,Wasquehal,Plain stage,Jean-Patrick Nazon,FRA,2004,Jean-Patrick_Nazon,Flat stage,1977-01-18,Épinal,7207.231788709857,367.2798965953581
10,2004-07-14,237.0,Limoges,Saint-Flour,Hilly stage,Richard Virenque,FRA,2004,Richard_Virenque,,1969-11-19,Casablanca,1555.616965496556,1645.7002990006026
11,2004-07-15,164.0,Saint-Flour,Figeac,Hilly stage,David Moncoutié,FRA,2004,David_Moncoutié,,1975-04-30,Provins,317.4268207179068,449.7890232138936
7,2003-07-12,230.5,Lyon,Morzine,Stage with mountain(s),Richard Virenque,FRA,2003,Richard_Virenque,Mountain stage,1969-11-19,Casablanca,1717.4731301820364,1852.6894703016394
20,2003-07-27,152.0,Ville-d'Avray,Paris,Plain stage,Jean-Patrick Nazon,FRA,2003,Jean-Patrick_Nazon,Flat stage,1977-01-18,Épinal,323.10173867754065,314.43142317408524
10,2002-07-17,147.0,Bazas,Pau,Plain stage,Patrice Halgand,FRA,2002,Patrice_Halgand,Flat stage,,,,
14,2002-07-21,221.0,Lodève,Mont Ventoux,Stage with mountain(s),Richard Virenque,FRA,2002,Richard_Virenque,Mountain stage,1969-11-19,Casablanca,1471.1589851687422,
P,2001-07-07,8.2,Dunkirk,Dunkirk,Individual time trial,Christophe Moreau,FRA,2001,Christophe_Moreau,Time trial,1971-04-12,Vervins,172.1845029109857,172.1845029109857
4,2001-07-11,215.0,Huy,Verdun,Plain stage,Laurent Jalabert,FRA,2001,Laurent_Jalabert,Flat stage,1968-11-30,Mazamet,810.9251519982649,
7,2001-07-14,162.5,Strasbourg,Colmar,Hilly stage,Laurent Jalabert,FRA,2001,Laurent_Jalabert,,1968-11-30,Mazamet,702.2614735018212,640.0550881098261
7,2000-07-07,205.5,Tours,Limoges,Plain stage,Christophe Agnolutto,FRA,2000,Christophe_Agnolutto,Flat stage,1969-12-06,Soisy-sous-Montmorency,214.24480481431638,359.0476482982687
16,2000-07-18,196.5,Courchevel,Morzine,Stage with mountain(s),Richard Virenque,FRA,2000,Richard_Virenque,Mountain stage,1969-11-19,Casablanca,1790.3702306809014,1852.6894703016394
8,1998-07-19,190.5,Brive-la-Gaillarde,Montauban,Plain stage,Jacky Durand,FRA,1998,Jacky_Durand,Flat stage,1967-02-10,Laval,368.7643476805705,479.63410785249215
5,1997-07-10,261.5,Chantonnay,La Châtre,Flat stage,Cédric Vasseur,FRA,1997,Cédric_Vasseur,,1970-08-18,Hazebrouck,520.5310158447752,462.25149896247217
9,1997-07-14,182.0,Pau,Loudenvielle,Mountain stage,Laurent Brochard,FRA,1997,Laurent_Brochard,,1968-03-26,Le Mans,525.5184027915719,
11,1997-07-16,192.0,Andorra Arcalis,Perpignan,Hilly stage,Laurent Desbiens,FRA,1997,Laurent_Desbiens,,1969-09-16,Mons-en-Barœul,899.5652781955781,883.2762620559238
14,1997-07-20,148.0,Le Bourg-d'Oisans,Courchevel,Mountain stage,Richard Virenque,FRA,1997,Richard_Virenque,,1969-11-19,Casablanca,1728.396735139341,1790.3702306809014
16,1997-07-22,181.0,Morzine,Fribourg,Hilly stage,Christophe Mengin,FRA,1997,Christophe_Mengin,,1968-09-03,Cornimont,198.5760561110661,144.24040529153885
18,1997-07-24,175.5,Colmar,Montbéliard,Hilly stage,Didier Rous,FRA,1997,Didier_Rous,,1970-09-18,Montauban,647.3378026450365,574.1659382351298
1,1996-06-30,209.0,'s-Hertogenbosch,'s-Hertogenbosch,Plain stage,Frédéric Moncassin,FRA,1996,Frédéric_Moncassin,Flat stage,1968-09-26,Toulouse,944.1102869627688,944.1102869627688
4,1996-07-03,232.0,Soissons,Lac de Madine,Plain stage,Cyril Saugrain,FRA,1996,Cyril_Saugrain,Flat stage,1973-06-22,Livry-Gargan,77.95705477196631,235.95790672570456
7,1996-07-06,200.0,Chambéry,Les Arcs,Stage with mountain(s),Luc Leblanc,FRA,1996,Luc_Leblanc,Mountain stage,1966-08-04,Limoges,363.7781025962559,
19,1996-07-19,226.5,Hendaye,Bordeaux,Plain stage,Frédéric Moncassin,FRA,1996,Frédéric_Moncassin,Flat stage,1968-09-26,Toulouse,260.7034453411722,212.2352267243761
P,1995-07-01,7.3,Saint-Brieuc,Saint-Brieuc,Individual time trial,Jacky Durand,FRA,1995,Jacky_Durand,Time trial,1967-02-10,Laval,155.45684945774147,155.45684945774147
12,1995-07-14,222.5,Saint-Étienne,Mende,Hilly stage,Laurent Jalabert,FRA,1995,Laurent_Jalabert,,1968-11-30,Mazamet,269.3400269256236,145.42257859042945
15,1995-07-18,206.0,Saint-Girons,Cauterets,Stage with mountain(s),Richard Virenque,FRA,1995,Richard_Virenque,Mountain stage,1969-11-19,Casablanca,1292.2929274100463,1221.8767933198726
10,1994-07-12,160.5,Bergerac,Cahors,Plain stage,Jacky Durand,FRA,1994,Jacky_Durand,Flat stage,1967-02-10,Laval,370.4963488393818,437.0423944493262
11,1994-07-13,263.5,Cahors,Hautacam,Stage with mountain(s),Luc Leblanc,FRA,1994,Luc_Leblanc,Mountain stage,1966-08-04,Limoges,154.61702165375615,
12,1994-07-15,204.5,Lourdes,Luz Ardiden,Stage with mountain(s),Richard Virenque,FRA,1994,Richard_Virenque,Mountain stage,1969-11-19,Casablanca,1243.734082041333,1224.1000957932445
21,1994-07-24,175.0,Disneyland Paris,Paris,Plain stage,Eddy Seigneur,FRA,1994,Eddy_Seigneur,Flat stage,1969-02-15,Beauvais,80.03212640692618,65.85045103844169
14,1993-07-18,223.0,Montpellier,Perpignan,Plain stage,Pascal Lino,FRA,1993,Pascal_Lino,Flat stage,1966-08-13,Sartrouville,607.0045138737825,696.1747146912128
1,1992-07-05,194.5,San Sebastián,San Sebastián,Hilly stage,Dominique Arnould,FRA,1992,Dominique_Arnould,,1966-11-19,Luxeuil-les-Bains,821.3622907671898,821.3622907671898
6,1992-07-10,167.0,Roubaix,Brussels,Plain stage,Laurent Jalabert,FRA,1992,Laurent_Jalabert,Flat stage,1968-11-30,Mazamet,802.8675229343789,831.3465741442276
7,1992-07-11,196.5,Brussels,Valkenburg,Plain stage,Gilles Delion,FRA,1992,Gilles_Delion,Flat stage,1966-08-05,Saint-Étienne,601.160976011532,612.6391834685603
11,1992-07-15,249.5,Strasbourg,Mulhouse,Hilly stage,Laurent Fignon,FRA,1992,Laurent_Fignon,,1960-08-12,18e arrondissement de Paris,397.43192264402785,389.90695639315834
17,1992-07-22,189.0,La Bourboule,Montluçon,Plain stage,Jean-Claude Colotti,FRA,1992,Jean-Claude_Colotti,Flat stage,1961-07-01,La Tronche,239.0763889137539,274.572075663822
18,1992-07-23,212.0,Montluçon,Tours,Plain stage,Thierry Marie,FRA,1992,Thierry_Marie,Flat stage,1963-06-25,Bénouville,388.7343521904798,218.5432046386521
P,1991-07-06,5.4,Lyon,Lyon,Individual time trial,Thierry Marie,FRA,1991,Thierry_Marie,Time trial,1963-06-25,Bénouville,546.2793027012044,546.2793027012044
6,1991-07-11,259.0,Arras,Le Havre,Plain stage,Thierry Marie,FRA,1991,Thierry_Marie,Flat stage,1963-06-25,Bénouville,248.85560714157896,39.281084169827096
11,1991-07-16,246.0,Quimper,Saint-Herblain,Plain stage,Charly Mottet,FRA,1991,Charly_Mottet,Flat stage,1962-12-16,Valence,769.571645349535,
12,1991-07-18,192.0,Pau,Jaca,Stage with mountain(s),Charly Mottet,FRA,1991,Charly_Mottet,Mountain stage,1962-12-16,Valence,458.63254840546733,510.77010665196036
18,1991-07-24,255.0,Le Bourg-d'Oisans,Morzine,Stage with mountain(s),Thierry Claveyrolat,FRA,1991,Thierry_Claveyrolat,Mountain stage,1959-03-31,La Tronche,28.222569135152984,131.43726995906582
P,1990-06-30,6.3,Futuroscope,Futuroscope,Individual time trial,Thierry Marie,FRA,1990,Thierry_Marie,Time trial,1963-06-25,Bénouville,290.79203539422394,290.79203539422394
10,1990-07-10,118.5,Geneva,Saint-Gervais,Stage with mountain(s),Thierry Claveyrolat,FRA,1990,Thierry_Claveyrolat,Mountain stage,1959-03-31,La Tronche,114.66982805017653,20.730466359249974
15,1990-07-16,170.0,Millau,Revel,Plain stage,Charly Mottet,FRA,1990,Charly_Mottet,Flat stage,1962-12-16,Valence,171.36240413410388,2092.2865479096
6,1989-07-07,259.0,Rennes,Futuroscope,Plain stage,Joël Pelier,FRA,1989,Joël_Pelier,Flat stage,1962-03-23,Valentigney,641.4753850368529,498.75257708761757
13,1989-07-14,179.0,Montpellier,Marseille,Plain stage,Vincent Barteau,FRA,1989,Vincent_Barteau,Flat stage,1962-03-18,Caen,699.5219073009881,789.1005690127621
18,1989-07-20,91.5,Le Bourg-d'Oisans,Villard-de-Lans,Stage with mountain(s),Laurent Fignon,FRA,1989,Laurent_Fignon,Mountain stage,1960-08-12,18e arrondissement de Paris,508.9688502527723,488.4346748068861
9,1988-07-11,161.0,Nancy,Strasbourg,Hilly stage,Jérôme Simon,FRA,1988,Jérôme_Simon,,1960-12-05,Troyes,161.9681867362941,273.8282432759819
20,1988-07-22,223.0,Clermont-Ferrand,Chalon-sur-Saône,Plain stage,Thierry Marie,FRA,1988,Thierry_Marie,Flat stage,1963-06-25,Bénouville,461.22676357730904,470.1502860304567
6,1987-07-06,169.0,Strasbourg,Épinal,Plain stage,Christophe Lavainne,FRA,1987,Christophe_Lavainne,Flat stage,1963-12-22,Châteaudun,479.4967181767647,381.42208875699725
11,1987-07-11,206.0,Poitiers,Chaumeil,Hilly stage,Martial Gayant,FRA,1987,Martial_Gayant,,1962-11-16,Chauny,399.722768825352,
16,1987-07-16,216.0,Blagnac,Millau,Hilly stage,Régis Clère,FRA,1987,Régis_Clère,,1956-08-15,Langres,560.9284476491704,453.39323613192204
18,1987-07-19,37.0,Carpentras,Mont Ventoux,Mountain time trial,Jean-François Bernard,FRA,1987,Jean-François_Bernard,Time trial,1962-05-02,Luzy,315.36600109879186,
21,1987-07-22,185.0,Le Bourg-d'Oisans,La Plagne,Stage with mountain(s),Laurent Fignon,FRA,1987,Laurent_Fignon,Mountain stage,1960-08-12,18e arrondissement de Paris,508.9688502527723,644.7288341037168
23,1987-07-24,225.0,Saint-Julien-en-Genevois,Dijon,Plain stage,Régis Clère,FRA,1987,Régis_Clère,Flat stage,1956-08-15,Langres,199.64851609293314,64.29239282877982
24,1987-07-25,38.0,Dijon,Dijon,Individual time trial,Jean-François Bernard,FRA,1987,Jean-François_Bernard,Time trial,1962-05-02,Luzy,100.57745374951921,100.57745374951921
P,1986-07-04,4.6,Boulogne-Billancourt,Boulogne-Billancourt,Individual time trial,Thierry Marie,FRA,1986,Thierry_Marie,Time trial,1963-06-25,Bénouville,189.70073705918455,189.70073705918455
9,1986-07-12,61.5,Nantes,Nantes,Individual time trial,Bernard Hinault,FRA,1986,Bernard_Hinault,Time trial,1954-11-14,Yffiniac,163.93233725424065,163.93233725424065
16,1986-07-19,246.5,Nîmes,Gap,Plain stage,Jean-François Bernard,FRA,1986,Jean-François_Bernard,Flat stage,1962-05-02,Luzy,329.5148677246046,297.3040747936045
18,1986-07-21,162.5,Briançon,Alpe d'Huez,Stage with mountain(s),Bernard Hinault,FRA,1986,Bernard_Hinault,Mountain stage,1954-11-14,Yffiniac,816.0324213083345,1190.18979058993
20,1986-07-24,58.0,Saint-Étienne,Saint-Étienne,Individual time trial,Bernard Hinault,FRA,1986,Bernard_Hinault,Time trial,1954-11-14,Yffiniac,634.9195250664935,634.9195250664935
P,1985-06-28,6.0,Plumelec,Plumelec,Individual time trial,Bernard Hinault,FRA,1985,Bernard_Hinault,Time trial,1954-11-14,Yffiniac,71.97595657153289,71.97595657153289
6,1985-07-04,222.0,Roubaix,Reims,Plain stage,Francis Castaing,FRA,1985,Francis_Castaing,Flat stage,1959-04-22,Bordeaux,708.5073047374626,602.9770542500825
8,1985-07-06,75.0,Sarrebourg,Strasbourg,Individual time trial,Bernard Hinault,FRA,1985,Bernard_Hinault,Time trial,1954-11-14,Yffiniac,717.7500357819532,769.5688615482767
16,1985-07-15,247.0,Aurillac,Toulouse,Plain stage,Frédéric Vichot,FRA,1985,Frédéric_Vichot,Flat stage,1959-05-01,Valay,364.03267082292626,528.5660149969777
18b,1985-07-17,83.0,Laruns,Pau,Stage with mountain(s),Régis Simon,FRA,1985,Régis_Simon,Mountain stage,1958-03-19,Troyes,686.2319037628325,654.2181277515896
P,1984-06-29,5.0,Montreuil,Noisy-le-Sec,Individual time trial,Bernard Hinault,FRA,1984,Bernard_Hinault,Time trial,1954-11-14,Yffiniac,389.76699431336897,
2,1984-07-01,249.0,Bobigny,Louvroil,Plain stage,Marc Madiot,FRA,1984,Marc_Madiot,Flat stage,1959-04-16,Renazé,287.45979163177685,
7,1984-07-05,67.0,Alençon,Le Mans,Individual time trial,Laurent Fignon,FRA,1984,Laurent_Fignon,Time trial,1960-08-12,18e arrondissement de Paris,175.04147234868444,187.86321440622683
8,1984-07-06,192.0,Le Mans,Nantes,Plain stage,Pascal Jules,FRA,1984,Pascal_Jules,Flat stage,1961-07-22,La Garenne-Colombes,181.62537859125138,339.7751865878899
12,1984-07-10,111.0,Saint-Girons,Blagnac,Plain stage,Pascal Poisson,FRA,1984,Pascal_Poisson,Flat stage,1958-06-29,Plancoët,669.2455829274355,609.9038419016468
13,1984-07-11,220.0,Blagnac,Rodez,Plain stage,Pierre-Henri Menthéour,FRA,1984,Pierre-Henri_Menthéour,Flat stage,1960-05-09,Alger,775.8991570022678,842.2837803637466
15,1984-07-13,241.0,Domaine du Rouret,Grenoble,Hilly stage,Frédéric Vichot,FRA,1984,Frédéric_Vichot,,1959-05-01,Valay,421.15720279259983,238.975477730899
16,1984-07-15,22.0,Les Échelles,La Ruchère,Individual time trial,Laurent Fignon,FRA,1984,Laurent_Fignon,Time trial,1960-08-12,18e arrondissement de Paris,461.57344507918555,
18,1984-07-17,185.0,Le Bourg-d'Oisans,La Plagne,Stage with mountain(s),Laurent Fignon,FRA,1984,Laurent_Fignon,Mountain stage,1960-08-12,18e arrondissement de Paris,508.9688502527723,644.7288341037168
20,1984-07-19,141.0,Morzine,Crans-Montana,Stage with mountain(s),Laurent Fignon,FRA,1984,Laurent_Fignon,Mountain stage,1960-08-12,18e arrondissement de Paris,444.24027392530587,480.7458066580511
22,1984-07-21,51.0,Villié-Morgon,Villefranche-sur-Saône,Individual time trial,Laurent Fignon,FRA,1984,Laurent_Fignon,Time trial,1960-08-12,18e arrondissement de Paris,349.50546380038395,
5,1983-07-06,257.0,Le Havre,Le Mans,Plain stage,Dominique Gaigne,FRA,1983,Dominique_Gaigne,Flat stage,1961-07-03,Pacé,116.88372936254954,50.94215363568615
9,1983-07-10,207.0,Bordeaux,Pau,Plain stage,Philippe Chevallier,FRA,1983,Philippe_Chevallier,Flat stage,,,,
11,1983-07-12,177.0,Bagnères-de-Luchon,Fleurance,Plain stage,Régis Clère,FRA,1983,Régis_Clère,Flat stage,1956-08-15,Langres,675.0910911482421,574.8051786715198
14,1983-07-15,149.0,Aurillac,Issoire,Hilly stage,Pierre Le Bigaut,FRA,1983,Pierre_Le_Bigaut,,1959-09-17,Guémené-sur-Scorff,556.0593569631887,566.5326607946193
16,1983-07-17,144.0,Issoire,Saint-Étienne,Hilly stage,Michel Laurent,FRA,1983,Michel_Laurent,,,,,
18,1983-07-20,247.0,Le Bourg-d'Oisans,Morzine,Stage with mountain(s),Jacques Michaud,FRA,1983,Jacques_Michaud,Mountain stage,1951-07-11,Saint-Julien-en-Genevois,121.18466312795972,48.653648334016914
20,1983-07-22,291.0,Morzine,Dijon,Plain stage,Philippe Leleu,FRA,1983,Philippe_Leleu,Flat stage,1958-03-28,Lamballe,741.5970690802644,578.9897409393383
21,1983-07-23,50.0,Dijon,Dijon,Individual time trial,Laurent Fignon,FRA,1983,Laurent_Fignon,Time trial,1960-08-12,18e arrondissement de Paris,264.4846010643092,264.4846010643092
P,1982-07-02,7.0,Basel,Basel,Individual time trial,Bernard Hinault,FRA,1982,Bernard_Hinault,Time trial,1954-11-14,Yffiniac,771.9882150397613,771.9882150397613
10,1982-07-13,147.0,Saintes,Bordeaux,Plain stage,Pierre-Raymond Villemiane,FRA,1982,Pierre-Raymond_Villemiane,Flat stage,1951-03-12,Pineuilh,121.97145345677663,63.80002613435988
14,1982-07-18,33.0,Martigues,Martigues,Individual time trial,Bernard Hinault,FRA,1982,Bernard_Hinault,Time trial,1954-11-14,Yffiniac,822.6969533054111,822.6969533054111
15,1982-07-19,208.0,Manosque,Orcières-Merlette,Stage with mountain(s),Pascal Simon,FRA,1982,Pascal_Simon,Mountain stage,1956-09-27,Mesnil-Saint-Loup,520.4938078850695,446.11689007535415
19,1982-07-23,48.0,Saint-Priest,Saint-Priest,Individual time trial,Bernard Hinault,FRA,1982,Bernard_Hinault,Time trial,1954-11-14,Yffiniac,693.5380600720451,693.5380600720451
21,1982-07-25,187.0,Fontenay-sous-Bois,Paris,Plain stage,Bernard Hinault,FRA,1982,Bernard_Hinault,Flat stage,1954-11-14,Yffiniac,381.5558459430588,370.3048787310454
P,1981-06-25,6.0,Nice,Nice,Individual time trial,Bernard Hinault,FRA,1981,Bernard_Hinault,Time trial,1954-11-14,Yffiniac,933.8211216533098,933.8211216533098
6,1981-07-01,27.0,Nay,Pau,Individual time trial,Bernard Hinault,FRA,1981,Bernard_Hinault,Time trial,1954-11-14,Yffiniac,618.6597212352319,603.8522805818571
14,1981-07-10,38.0,Mulhouse,Mulhouse,Individual time trial,Bernard Hinault,FRA,1981,Bernard_Hinault,Time trial,1954-11-14,Yffiniac,749.7158854432647,749.7158854432647
16,1981-07-12,200.0,Thonon-les-Bains,Morzine,Stage with mountain(s),Robert Alban,FRA,1981,Robert_Alban,Mountain stage,1952-02-09,Saint-André-d'Huiriat,122.0397073828179,138.83682532816303
18,1981-07-15,134.0,Le Bourg-d'Oisans,Le Pleynet,Stage with mountain(s),Bernard Hinault,FRA,1981,Bernard_Hinault,Mountain stage,1954-11-14,Yffiniac,765.9697736815257,
20,1981-07-17,46.0,Saint-Priest,Saint-Priest,Individual time trial,Bernard Hinault,FRA,1981,Bernard_Hinault,Time trial,1954-11-14,Yffiniac,693.5380600720451,693.5380600720451
P,1980-06-26,8.0,Frankfurt,Frankfurt,Individual time trial,Bernard Hinault,FRA,1980,Bernard_Hinault,Time trial,1954-11-14,Yffiniac,844.8509426136101,844.8509426136101
4,1980-06-30,35.0,Spa,Spa,Individual time trial,Bernard Hinault,FRA,1980,Bernard_Hinault,Time trial,1954-11-14,Yffiniac,657.3109370825485,657.3109370825485
5,1980-07-01,249.0,Liège,Lille,Plain stage,Bernard Hinault,FRA,1980,Bernard_Hinault,Flat stage,1954-11-14,Yffiniac,642.9398795607848,479.13164615822876
6,1980-07-02,216.0,Lille,Compiègne,Plain stage,Jean-Louis Gauthier,FRA,1980,Jean-Louis_Gauthier,Flat stage,1955-12-22,Angoulême,594.8935170274906,464.4167926483595
13,1980-07-10,200.0,Pau,Bagnères-de-Luchon,Stage with mountain(s),Raymond Martin,FRA,1980,Raymond_Martin,Mountain stage,,,,
15,1980-07-12,160.0,Montpellier,Martigues,Plain stage,Bernard Vallet,FRA,1980,Bernard_Vallet,Flat stage,1954-01-18,Vienne,1094.0937433710872,1027.4768688112706
17,1980-07-14,242.0,Serre Chevalier,Morzine,Stage with mountain(s),Mariano Martínez,FRA,1980,Mariano_Martínez,Mountain stage,1948-09-20,Burgos,874.0505055956943,932.8713675052056
1,1979-06-28,225.0,Fleurance,Luchon,Stage with mountain(s),René Bittinger,FRA,1979,René_Bittinger,Mountain stage,1954-10-09,Villé,715.7696424322745,808.8495767444576
2,1979-06-29,24.0,Luchon,Superbagnères,Individual time trial,Bernard Hinault,FRA,1979,Bernard_Hinault,Time trial,1954-11-14,Yffiniac,682.0153253854741,684.0647547520608
3,1979-06-30,180.0,Luchon,Pau,Stage with mountain(s),Bernard Hinault,FRA,1979,Bernard_Hinault,Mountain stage,1954-11-14,Yffiniac,682.0153253854741,603.8522805818571
11,1979-07-08,33.0,Brussels,Brussels,Individual time trial,Bernard Hinault,FRA,1979,Bernard_Hinault,Time trial,1954-11-14,Yffiniac,571.0437882728123,571.0437882728123
12,1979-07-09,193.0,Rochefort,Metz,Plain stage,Christian Seznec,FRA,1979,Christian_Seznec,Flat stage,1952-11-19,Brest,380.84416259895215,787.5213275896602
13,1979-07-10,202.0,Metz,Ballon d'Alsace,Hilly stage,Pierre-Raymond Villemiane,FRA,1979,Pierre-Raymond_Villemiane,,1951-03-12,Pineuilh,657.1358116799605,
15,1979-07-12,54.0,Évian-les-Bains,Morzine Avoriaz,Individual time trial,Bernard Hinault,FRA,1979,Bernard_Hinault,Time trial,1954-11-14,Yffiniac,735.7724227040734,757.4593115352588
